rms,centroid,bandwidth,zcr,flatness,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,label
0.059521757,767.0344596424776,934.5581990947962,0.03544619650628627,8.314167e-06,-390.32465,163.33783,61.46057,-8.207268,-18.10939,-3.6011012,-0.2964368,-8.448332,-13.725079,-12.437238,-9.201886,-6.968433,-6.3731713,clean
0.0678518,1026.098517144064,1928.3976511153942,0.024499535330029014,8.752558e-05,-371.59833,203.45047,23.93726,11.039247,0.25713345,-0.27230582,-6.5696664,-11.535606,-7.7814794,-7.2348413,-12.469649,-8.731962,-7.762,clean
0.04360676,772.712035110234,1007.5726101401062,0.028691009580512572,7.357513e-06,-390.21722,162.4333,44.059002,-7.172467,1.8430874,8.572696,-0.6948765,-8.792566,-10.909158,-12.617613,-14.56927,-12.609469,-7.278353,clean
0.06496413,974.0992040540865,1832.8146407602485,0.023892725459381044,4.262328e-05,-366.72147,206.41245,20.069286,2.832078,2.3796103,6.9515047,3.1213467,-7.0371685,-10.939979,-11.374322,-16.196793,-11.558146,-5.117348,clean
0.04151611,674.2226217260146,948.4261892027602,0.023784585801499034,2.909369e-06,-400.8559,170.01721,52.96439,0.45147693,5.158634,8.413475,-1.1581827,-10.270986,-15.656115,-17.392612,-15.0313,-10.561811,-6.301311,clean
0.06519105,822.505795540042,1689.5411896775436,0.019397137935203094,1.9746907e-05,-385.263,224.08623,25.96896,9.70335,5.649256,5.9443264,2.0973494,-7.802831,-16.043594,-17.233166,-14.844892,-8.659046,-7.0558877,clean
0.03836345,667.0268923511087,1008.509631848401,0.022863745919970986,8.261661e-06,-413.90298,168.13739,57.577835,4.698349,6.010755,8.906749,1.389244,-4.582012,-5.764026,-5.88574,-8.440743,-11.779824,-10.981921,clean
0.06173934,855.1597931819814,1767.0751815678375,0.019718723555367506,4.849186e-05,-400.78815,218.444,37.189632,12.3873205,9.341881,5.278638,2.6140826,-2.3240464,-5.377542,-3.599483,-8.141465,-11.389367,-12.687251,clean
0.04562268,661.7645417611125,857.5977892300461,0.024154810656431335,2.8315098e-06,-386.51532,177.51392,56.30249,0.7777017,5.0890365,7.9818606,-2.753335,-10.027255,-9.811483,-7.684477,-7.13993,-8.272578,-9.303052,clean
0.073330745,760.1697082276243,1458.1164691577728,0.020304283274903287,1.4504624e-05,-375.58395,236.71361,27.934439,10.030662,7.079314,3.5714247,-0.24905802,-8.877178,-8.849437,-5.216042,-8.090302,-5.468232,-8.786526,clean
0.16564527,1312.798133524922,1327.786935342987,0.04115932564522342,1.584486e-05,-276.08514,172.76558,-39.504288,-21.828802,0.83867526,-29.70714,-18.568207,-8.528514,-21.419733,-25.408379,-16.84708,-7.3620467,-10.209645,clean
0.077004015,2191.0244975938135,3130.4880982027507,0.035430407914959015,0.0035936993,-434.29123,142.09021,24.538055,4.125222,8.866756,-9.678424,-17.057804,-14.89957,-18.598577,-20.205044,-20.045088,-22.951853,-22.995634,clean
0.04195068,694.4002829671676,1169.3432441383825,0.02317605089785448,0.00021092426,-512.1488,148.22112,65.85819,4.170168,-21.41003,-29.102037,-32.064228,-35.173763,-38.28188,-35.146614,-24.88631,-15.955324,-12.15926,clean
0.019317765,2067.835934099612,4982.547348685947,0.002875577176781003,6.110337e-05,-585.0297,67.224884,61.67813,32.726803,34.534645,19.80589,21.712107,11.312018,7.3626146,1.430293,-2.023173,-0.9735855,-2.9576776,clean
0.021427453,1941.0950659446712,4755.535795989025,0.00488867774024024,5.6152956e-05,-564.69226,68.92382,55.345875,32.815804,29.935062,18.874678,16.81736,5.941668,1.8950704,-4.2655926,-5.1851916,-3.0879624,-0.51720524,clean
0.01944045,2174.9122506332405,5136.000834285738,0.003589184253246753,6.368132e-05,-607.16016,66.30141,77.141426,32.696243,38.110115,23.924511,24.593895,17.556477,10.064297,6.9373746,-1.1644709,0.7818825,-2.359361,clean
0.014953862,2106.332958468023,5076.519378910073,0.002310769599780702,6.946556e-05,-611.5447,71.308,67.87888,31.683107,31.500055,23.23284,15.643353,12.170658,1.7519616,7.4213724,-3.0911093,4.13842,-5.7647405,clean
0.018965986,1889.3182831003182,4830.987868179904,0.004700976193289225,5.730234e-05,-605.5784,76.75146,85.08061,36.693195,37.361065,24.323654,22.680119,15.147804,5.932115,6.1367826,-0.390439,4.072698,-0.40836766,clean
0.015042099,2142.7917540515855,5069.720178439901,0.0034654669260700387,7.242308e-05,-605.49963,74.93961,66.94069,29.715704,26.383018,16.922272,10.090678,10.953916,1.5961064,7.8644347,-5.250337,4.144305,-2.4178386,clean
0.019225575,1832.414527513139,4737.674893585727,0.004114650451030928,5.5616223e-05,-602.8803,73.90622,75.94993,34.892662,41.873447,27.90086,28.104511,19.874697,12.7569065,9.521347,3.196597,5.2429256,1.2328076,clean
0.014039516,2473.760832757817,5367.1352171103645,0.0037862723214285715,0.00011121969,-611.1617,56.054123,50.31925,27.729425,29.272951,19.87427,12.850884,15.332728,5.9762597,12.798509,-0.017209647,8.194132,4.0155087,clean
0.015493042,1934.8356820566396,4781.977871898965,0.0029408482142857144,6.666803e-05,-594.60724,84.59355,63.241673,26.915943,31.174849,18.828608,10.805674,7.663202,3.498817,11.430413,5.1526275,7.546296,-2.6365633,clean
0.019051302,1822.6502915874955,4765.5865798735,0.003413128291511772,4.6920017e-05,-618.8836,60.230804,70.83942,36.344448,42.83614,26.890411,26.876223,18.924898,14.518802,12.611041,8.111637,10.278932,6.0481567,clean
0.015130285,2369.633622222317,5174.574397029817,0.007279319324712643,0.00015558783,-601.5598,63.085285,54.432617,29.90465,27.54546,19.316416,18.263102,21.128792,12.002108,11.671356,-5.8417244,6.0911727,10.749216,clean
0.015256797,1965.2980406336555,4889.99179712188,0.0033417391877637133,6.378125e-05,-608.2551,77.48393,66.109886,27.40022,27.040844,20.222277,16.201231,15.794518,7.910939,11.4047575,0.79056984,5.555104,-5.4185586,clean
0.01824326,1923.3401468917043,4858.1282070473,0.004155251004977029,5.6535428e-05,-606.97235,75.294075,83.773895,36.757072,38.42373,24.400297,21.875645,15.675856,6.1814747,4.3063526,-4.6857276,-1.0770063,-3.8713772,clean
0.014029524,2514.599086949309,5405.514814680398,0.004057975812146892,0.00012546677,-602.621,61.522755,50.919994,26.827087,27.089098,19.656998,12.706684,18.382471,12.876503,18.935629,-0.6146715,3.164308,-1.991292,clean
0.03548032,1368.33754715839,4030.714366755733,0.005312858371559633,3.437622e-05,-542.15173,70.27711,61.275444,47.245934,42.156,34.67514,32.420334,25.554117,21.404318,14.532424,11.069845,7.8097663,6.6132736,clean
0.014048664,2486.759055748877,5407.576967146069,0.0028959353398617512,0.000102318234,-610.6181,57.137924,51.58773,26.553026,26.756012,18.050201,11.721976,14.371983,6.330778,12.69441,-2.3469846,3.5572164,-4.385012,clean
0.015280259,2126.3316720490006,5100.321293965288,0.0016593167979942693,6.6559776e-05,-608.6194,70.31171,68.74392,29.538883,33.61257,20.521282,18.570814,11.922869,5.965907,10.395976,4.503009,7.019922,-1.2641101,clean
0.022296676,1936.303440240973,4894.951606014525,0.0036867214658169176,5.119119e-05,-593.0153,55.47504,62.044613,37.206295,42.992622,27.471977,30.37409,21.27293,20.43438,16.42601,12.9749975,13.056148,9.242853,clean
0.014309427,2419.696026841852,5292.966587074709,0.006313981681034483,0.00012987689,-614.5434,57.49275,56.768578,32.842274,23.662186,15.087543,13.394362,17.915976,13.964421,28.540577,16.37353,22.787455,5.2572136,clean
0.014293317,2330.704044633147,5245.910184204592,0.002997606320488722,9.3555085e-05,-615.28345,56.823124,50.36696,26.960278,26.326565,16.600864,12.514274,13.822387,2.131512,4.1336174,-8.966627,3.3917022,-0.25899592,clean
0.020352187,1839.9118215067047,4635.079824367178,0.004934380156765676,5.2176896e-05,-558.73505,65.38761,51.395424,34.620174,28.511541,19.448715,15.006007,5.452414,0.32413375,-4.3172674,-3.6398828,-2.024992,0.15858606,clean
0.021265404,1731.5231312871572,4487.469579586368,0.004877953980099502,6.058833e-05,-545.2191,84.501205,61.502205,36.134094,31.534534,21.37484,17.541105,5.262812,0.4249767,-3.0866573,0.090294756,4.0894613,5.560511,clean
0.027190879,2072.3676858822573,4934.011012191671,0.0018687307098765433,6.870412e-05,-526.9685,75.94841,62.033607,41.648438,32.46023,21.993402,18.554678,10.537341,6.7867994,0.9272467,-0.81072164,-2.989629,-3.1029658,clean
0.028965054,1757.4811379783234,3558.7456383069275,0.018921343408262455,0.0007909797,-486.55536,88.615074,45.187595,32.705845,26.062296,18.507074,9.11308,2.9025838,-2.201026,-5.5086217,-8.415704,-13.171789,-19.893005,clean
0.018761775,2297.8397782963903,4096.863571592323,0.0247318406819332,0.0018320911,-495.9914,83.53138,42.161743,28.528198,18.57575,13.211131,9.140129,6.574672,1.4256023,-3.5197418,-5.5032697,-9.006359,-13.95348,clean
