rms,centroid,bandwidth,zcr,flatness,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,label
0.008012307,6282.540043369492,5361.452555131622,0.12493812103974654,0.14897387,-538.6513,30.600666,12.923511,8.112612,4.8325257,2.9795547,2.4999073,1.5798838,0.553531,-1.2602001,-3.4683142,-5.2720003,-5.9515295,clean
0.025625939,1784.7126840721849,3340.1334550285737,0.0123795913776178,0.0036223691,-508.0767,33.80248,26.609634,21.481985,18.111288,15.834911,13.861701,12.0758295,10.75621,9.23196,7.072916,4.741945,2.795178,clean
0.014947813,1933.2509074523336,3657.136967317477,0.009081977355822295,0.00089921366,-516.4461,37.942295,25.692781,19.18165,15.509327,13.117403,11.357598,9.949167,8.596623,6.7675543,4.499692,2.2536001,1.0182078,clean
0.01639858,2971.0239922173955,4083.315780577344,0.029080212550607287,0.019749433,-483.38654,24.081808,18.959024,15.860338,13.144131,11.204166,9.807589,8.507529,7.4429765,6.2179146,4.7477875,3.0789845,1.6525221,clean
0.010574599,3657.8650809635838,4640.2277440308935,0.03065826374831309,0.012967547,-510.5012,37.396446,24.388865,18.776423,13.317207,9.33691,6.4608083,3.3271103,0.2692886,-2.8664596,-4.902894,-6.082454,-6.3300676,clean
0.024475481,1286.5751672204099,3104.427639404224,0.006945290987838458,0.00018147298,-489.65103,32.74035,25.072832,21.166435,18.034721,15.790913,13.843795,11.95459,10.547266,8.961364,6.9402113,4.8050714,3.273304,clean
0.019271484,2266.5027887647066,3813.6880917640706,0.013657761607528041,0.0028922963,-477.0542,26.655746,19.8578,16.572945,14.1483345,12.313279,10.666488,9.118475,7.8618784,6.4746327,5.1673717,3.815918,2.7141666,clean
0.007330244,5769.728627517747,5513.970826716586,0.10497050382653061,0.07868766,-554.2421,29.57094,13.368606,8.594986,6.1202397,4.2611046,4.093717,3.1494575,0.15500003,-3.2392511,-5.322474,-6.7311807,-6.7755723,clean
0.02065158,1963.4903238914724,3706.6920012907203,0.009104981862511893,0.00058772555,-510.40195,36.506405,24.79488,18.90011,15.579369,12.901047,10.90746,9.91444,9.531391,8.5231905,6.6000934,4.1691256,2.7855344,clean
0.019573247,1946.1028677267698,3657.036561630973,0.008916177998812351,0.00062167377,-505.57828,32.37635,25.694464,21.086475,17.566238,15.087881,13.113742,11.2423725,9.347614,7.0256257,4.7193995,2.7682538,1.6802732,clean
0.0335184,2920.2515924552345,3643.608596381898,0.03132667916934104,0.03940797,-508.3574,37.516724,29.009407,23.293741,20.308355,18.423672,16.43841,14.33202,12.355829,10.050479,7.328416,4.6600657,2.8125837,clean
0.006943876,5695.320008841406,5605.052258760857,0.08742317425885755,0.06570081,-540.3838,24.785295,12.4899235,9.597705,5.8855333,3.9383056,3.56812,2.7487848,1.0898181,-0.81235474,-2.1548316,-3.8541508,-5.107826,clean
0.019075096,3147.986527332846,4074.4952293733727,0.04081077378711274,0.029358637,-526.07086,37.741432,26.445124,20.908815,17.398811,14.419818,11.866626,10.271213,9.267741,8.171221,6.90308,5.545578,4.6432924,clean
0.017972192,3311.4211517199255,4150.123988782961,0.04608718672474064,0.034338616,-502.02042,32.925858,23.12296,18.425615,14.980222,12.772282,11.283439,10.355963,9.668027,8.3991,6.813728,5.514812,4.912422,clean
0.0058726124,5122.817371659821,5318.859621304235,0.062109515715057635,0.045654967,-544.63995,30.713394,14.663178,9.308125,6.037025,4.1793857,3.6885476,2.99733,2.2918968,0.7832486,-1.5976429,-3.864186,-4.707723,clean
0.012130669,3016.659054585296,4292.506086980786,0.01952396561771562,0.009949885,-574.0907,41.5558,28.84671,22.467405,18.636536,16.018545,14.029528,12.434467,10.939533,9.335527,7.4255204,5.3442655,3.897588,clean
0.0139011815,2805.068061384293,4028.231188008735,0.026283503301946412,0.022221044,-543.22437,37.09223,27.229319,21.956772,18.086475,15.35652,13.523242,12.443171,11.318188,9.37299,7.375146,5.367607,3.922966,clean
0.005372257,3923.1255872460433,4965.382605348178,0.040470224056603776,0.019897481,-566.36835,38.53865,23.149681,18.087475,14.662635,11.493538,9.500551,7.888201,6.06167,3.6264043,1.2922251,-0.51707155,-1.5539407,clean
0.009581751,3152.90638348353,4529.025612607003,0.022680981433558015,0.007868314,-545.48596,36.603245,23.601557,18.06154,15.380532,13.215875,11.523607,10.199658,9.182669,7.7616096,5.973112,4.580412,4.128234,clean
0.017014788,1986.0312051776625,3672.5427409738386,0.009578590229345494,0.0013555338,-529.8973,39.304424,30.193647,24.955229,20.61389,17.524002,15.2269335,13.389205,12.048338,10.381815,8.544244,6.766718,5.3999195,clean
0.00586478,4011.9652667834125,5132.4389452345995,0.02683323989679784,0.0066157454,-551.0457,36.49175,19.686752,13.950089,9.904856,7.205783,6.2701807,5.3373265,4.0965314,1.475232,-1.4561443,-3.4924648,-4.5211477,clean
0.023927525,1853.8233206309383,3468.196114566495,0.010271981570106491,0.0015294948,-506.3476,41.74997,29.248178,23.110023,19.958786,17.799427,15.724864,13.927852,12.294861,10.122335,7.8618965,5.8500357,4.776198,clean
0.017873492,1729.2574267690427,3405.498137063527,0.01029799107142857,0.0016726855,-552.7313,45.262405,33.79282,27.053734,21.933014,19.001831,17.118422,15.440486,13.952775,12.064065,9.664801,7.2477713,5.879974,clean
0.015616369,2400.9452463862453,3857.3104015357403,0.017057735630784217,0.0076386584,-554.2819,36.73417,28.997494,23.68618,20.175,17.599443,15.571713,14.20517,12.992755,11.314305,9.295778,7.424735,6.4020047,clean
0.020793356,3220.2917852096057,4317.707649388775,0.037245974535859615,0.007732159,-521.95935,45.597027,31.143694,24.469994,19.734974,15.99542,13.359425,11.407047,10.293111,8.459556,5.6615148,3.130094,1.8129232,clean
0.008946451,3833.1517768728195,5388.338757334179,0.020918330439814815,0.0020102914,-556.1671,39.43159,23.916496,18.97254,15.372474,11.443817,8.763719,6.813561,4.957598,2.2042394,-0.35783565,-1.9916211,-2.7327542,clean
0.016738273,2249.6011508635474,4033.1327606062778,0.01325302917099792,0.00076908007,-523.48413,34.903667,26.45634,22.159056,19.534151,17.8171,16.37377,15.0855055,13.780152,11.635405,9.160389,6.7637143,4.7513857,clean
0.02333827,1645.4158699681445,3464.884398205779,0.010082252251571567,0.00033981734,-526.73474,43.62778,33.10487,26.44668,23.388834,21.157818,18.620705,16.138025,14.287978,12.450611,10.027269,7.387612,5.3375444,clean
0.017244004,2413.89955698033,4131.447919172854,0.015891125942951438,0.0017509607,-513.469,34.939568,23.54364,19.201372,17.009066,15.310714,13.5139885,11.364379,9.002182,6.4586377,4.204647,2.3616416,1.5607357,clean
0.012285444,3114.6748304325097,4790.16817744673,0.02209237258953168,0.0014553063,-529.9306,48.78309,25.116009,21.221836,16.370712,11.07981,6.7386794,2.5233173,-1.9623368,-5.104846,-4.3430786,-2.8115258,-2.1164799,clean
0.02685067,2137.8398603320747,3859.966190795582,0.012190635421458141,0.00092700357,-494.57492,32.917355,23.627996,18.583101,16.6291,15.417728,13.626845,11.394688,9.105715,6.7793007,4.6576023,2.8071167,1.8221346,clean
0.011912235,2906.339737030197,4604.073621291122,0.016709903241247263,0.002301656,-538.29596,30.427742,22.423246,18.589878,16.24738,14.394814,12.622845,10.617127,8.417074,6.24774,4.7264757,3.5946252,2.937423,clean
0.035870515,1232.6744195601648,3038.346471814276,0.008239026493837084,0.000108522174,-486.69427,42.559986,28.506092,22.717398,20.535156,19.001476,17.207956,15.647135,14.742254,13.487688,11.236146,8.267486,5.599783,clean
0.013063191,3870.690419850752,5282.912929803903,0.026549936038011698,0.0018666394,-500.11627,32.929935,18.525705,14.58157,12.186697,9.6504,8.262308,7.39987,5.888559,2.8433006,0.09545389,-1.8058519,-3.0930786,clean
0.0425784,1371.9801318804227,3038.2090035406977,0.008383087852999124,0.00040227006,-485.07925,35.884365,27.136217,22.194216,20.342768,19.31728,17.803719,16.16765,14.965693,13.588382,11.5786295,9.088627,6.8401284,clean
0.030881744,1651.4064343386558,3369.345158417093,0.010990488973975126,0.00044273701,-508.88,37.095203,28.333855,24.118729,21.689577,19.855852,17.907701,15.98001,14.273038,12.244618,10.5564575,8.870979,6.6294303,clean
0.005542188,5103.204080777869,5936.319935564489,0.04005821078431373,0.0067694075,-558.92316,29.778616,16.63406,13.040778,10.125037,7.6002345,6.805088,6.197569,5.1027555,2.9084098,0.41973385,-1.5161922,-1.7420968,clean
0.009538671,6854.7744647966565,5592.899208461895,0.16159583782327586,0.05770135,-506.82373,26.639772,13.419073,9.995617,6.795088,3.6807668,2.4582026,1.7581359,0.79906905,-1.0142848,-3.0117996,-4.7452164,-4.9278016,clean
0.010971361,4668.7727515286515,5646.922238568283,0.03454777037933818,0.0058345576,-496.5166,28.628809,15.234469,12.052274,8.8363695,6.07638,4.4541645,3.472106,3.1849318,1.596965,-1.8395493,-4.1137686,-3.483836,clean
0.035343602,1425.2098410645945,3123.3742849030673,0.007674443493150685,0.0002910749,-508.4098,53.166904,38.133453,28.623276,23.53815,19.839516,16.786066,14.710012,13.317635,11.331481,8.360659,5.389925,3.860141,clean
0.017044494,4160.683090326052,4554.365042880019,0.07977292229543449,0.020424878,-524.20465,34.83236,26.363945,21.590849,17.79424,14.659355,12.289229,10.507755,8.896494,6.766253,4.869803,3.5094883,2.7140265,clean
0.006511953,6865.478835401472,5661.267100361042,0.1343711653304974,0.17139627,-549.42285,19.678486,9.812692,7.6120872,5.9996037,4.6248755,3.4682255,2.2641401,0.8823089,-0.8938085,-2.451017,-2.8515337,-2.911397,clean
0.013539224,5105.30336281101,4442.455143039446,0.1130506133729606,0.14306083,-513.06305,23.856129,18.138037,14.4197035,12.308535,11.021367,9.97622,8.875971,7.762269,6.4532123,4.986381,3.5148435,2.490703,clean
0.025383616,3727.3539017607454,3849.0970966133314,0.07058031186612576,0.07832978,-500.4115,33.63238,21.630968,16.302935,15.554779,15.179209,13.482966,11.550022,10.122562,8.375185,5.899551,3.5626795,2.7153358,clean
0.016477896,4840.129166638375,4318.308795334936,0.10336096578054299,0.12615694,-525.0886,26.5246,18.962229,15.622427,14.028472,13.095707,11.991062,10.44969,8.757705,6.754637,5.023945,3.643049,2.6507647,clean
0.009968791,5376.080877318046,5139.803154035896,0.09189872208707585,0.102664895,-535.821,32.36193,14.332951,9.976639,6.887997,4.362454,2.6029258,1.2641221,0.04285128,-1.1065562,-2.2841668,-4.9142756,-7.4048157,clean
0.015779654,3704.9367009866237,4134.386945782279,0.05752219763225256,0.058164343,-547.69293,38.02001,24.609507,19.225113,17.346523,15.798534,14.252915,12.934584,11.422325,9.266469,6.643241,4.2322297,2.8207352,clean
0.021865865,3345.0983574145,3954.4986382278425,0.04374363552044417,0.035821512,-478.56537,26.613968,20.564384,17.211748,15.469813,14.47648,13.271639,11.734989,10.053226,8.237979,6.510203,4.8139935,3.46243,clean
0.00723281,6248.837433571313,5773.5201739600025,0.08699893542113733,0.081843756,-504.01135,17.20286,8.979253,6.4633937,5.211844,3.8520718,2.707382,1.2140776,-0.18761925,-1.5447923,-2.81141,-3.5446854,-3.5973992,clean
0.024214251,1150.3851035800164,2753.187538453114,0.00780757891237402,0.0003302381,-493.69824,50.425697,36.819157,28.739948,23.728184,20.24228,17.810877,15.783384,13.733978,11.282485,8.76781,6.5963664,5.531917,clean
0.010293731,2486.346114683393,4295.572894753975,0.011175852620877896,0.0016057255,-535.4355,34.033726,26.486855,22.18733,18.599768,15.815031,13.775537,11.862668,9.908688,7.664387,5.6328793,3.8913062,2.5659578,clean
0.008674877,4144.441036147345,5345.898338329788,0.02495240527488856,0.0061992784,-512.854,29.318455,15.092317,11.422417,9.202174,7.2616897,6.108087,4.013735,1.9611826,0.15464269,-1.8051525,-3.606012,-4.3016863,clean
0.16183913,1626.8808984835443,2198.8920748778714,0.03403639954853273,0.0044883946,-341.4727,153.01314,10.639783,-5.8354692,10.299733,-4.7456737,-12.681733,-11.310821,-12.652835,-11.779476,-9.718975,-9.218902,-9.399987,clean
0.022709599,747.7141623342937,1705.1472209656245,0.016032858455882353,0.00011151476,-601.9304,73.52452,32.915844,8.746364,1.3885033,-7.501945,-19.267002,-22.792164,-17.649254,-13.200374,-15.328687,-21.930372,-26.036383,clean
0.033131514,784.9714416999731,1753.6563901196828,0.010102696572580646,0.011792616,-619.3871,69.3761,57.00099,44.305153,35.518356,30.086334,25.533468,20.86702,16.808697,13.997662,12.184972,10.953176,10.274036,clean
0.013303204,1982.2640907679627,2972.2438652934234,0.0280337808983119,0.018212087,-671.7104,82.94368,27.561262,1.6778662,-1.9543493,-7.596275,-18.366411,-26.319475,-23.483044,-13.684577,-9.182823,-11.878172,-16.028685,clean
0.029438488,462.67394571183024,1601.821283181412,0.007037388796062138,0.0013553565,-599.46027,94.71174,76.300026,57.270622,43.223347,33.65327,26.446154,20.751257,16.215254,12.174664,8.288406,4.9291615,2.6173325,clean
0.037175644,373.02298774116605,1150.070049844078,0.009230973791475973,0.000463014,-563.02405,125.35864,97.91722,66.52009,40.530304,22.344896,10.428019,3.134179,-0.50611466,-1.3820971,-0.34919345,1.6950935,3.2733839,clean
0.013961858,1055.2910065198969,2356.3080050289805,0.015547631492077465,0.0028938001,-617.72156,88.459206,38.797756,6.0325284,-1.9014766,-0.009197396,1.2363557,-2.8408859,-11.627271,-15.140887,-7.55563,0.9363647,-0.95634955,clean
0.021910403,934.9644790249132,1897.1993785023908,0.019987816094384304,0.00031925467,-564.89984,112.5272,46.370884,3.1772115,-5.7083673,-0.16471992,6.4732428,6.202093,-8.91618,-30.54133,-36.78023,-21.828915,-3.3057182,clean
0.008746358,1332.5794353068025,2724.5337215216414,0.022419884091331846,0.0006930254,-564.71826,131.00519,48.017513,28.466259,12.373073,11.04114,8.926501,10.794255,7.3449984,4.4761434,-1.2883543,-4.869467,-5.5743423,clean
0.05646116,2833.076314510383,3658.5941606562537,0.0428271484375,0.006594019,-346.90915,129.71231,-6.392023,17.087029,16.961527,16.247307,7.525,14.298655,-0.5446175,-2.0144067,0.4130904,5.2904906,-0.06935074,clean
0.058409233,2744.690549598982,2695.38135502395,0.08026318136415525,0.07258115,-371.09985,131.38225,-11.466479,24.213501,13.915256,9.335469,3.1323607,7.413433,4.1685243,-2.9287105,-1.9614909,-5.71163,-5.7569976,clean
0.06062231,2721.542498003618,2651.919295911151,0.08531655786244292,0.07132833,-364.22873,133.48978,-9.865491,25.65923,13.938151,9.522376,1.2388208,7.0939875,4.4200287,-4.2047734,-1.5414188,-4.1750875,-7.0886197,clean
0.07932797,2319.332041175617,2497.2694885908213,0.07060426559291581,0.0550613,-340.219,139.47426,1.3218285,28.244947,16.735527,16.044985,8.230073,11.905473,5.121316,-3.8270762,-5.1324096,-5.9899487,-4.2730265,clean
0.07253764,2972.0321303521823,2760.91314341242,0.0900828896066108,0.090456136,-352.2636,128.98792,-3.1449294,28.682648,17.792473,11.5683975,5.2207003,8.287315,4.7142057,-1.9139775,1.1207694,-1.4660864,-1.5287309,clean
0.028122852,938.6984570728856,2424.951222135588,0.010183086832061069,0.00031343807,-471.39624,82.72125,62.94556,43.643208,29.893618,21.319435,15.281606,9.939913,4.765693,0.07355575,-3.4705431,-5.5149775,-6.0217752,clean
0.11553725,1289.3960752416942,2016.6043902107635,0.02351280705845771,9.982028e-05,-267.15683,162.15436,0.6020271,27.872837,16.439383,8.183244,8.1544285,7.178706,3.2944655,-0.6188165,-3.2673895,-6.1666427,-7.842371,clean
0.022318115,2899.252763895351,4048.8814264973616,0.04454579288430745,0.0040105633,-404.15314,98.544525,12.1100645,20.590368,12.316704,14.993639,-0.98592204,2.2535772,0.18986204,3.32447,-4.8976355,1.5306969,-0.36497307,clean
0.09431117,1587.8556833377386,2453.999187136853,0.023689463915745855,0.017247224,-434.94244,96.25829,46.062576,30.11159,26.897228,9.595595,1.8703955,0.6158999,-3.651251,-10.63278,-10.599587,-11.210644,-13.082791,clean
0.18285248,1405.3974783436845,2038.406966305402,0.031521572155898875,0.00033892758,-191.1627,200.67697,-11.199054,9.037412,-1.5896915,19.655506,-10.213139,-3.0265305,-9.630216,-2.154194,5.788455,4.029981,6.533372,clean
0.0020975387,5565.488845429824,5706.81633759717,0.09736297890866873,0.03875182,-671.0924,67.44434,16.54408,6.6325293,-5.5989804,4.2143497,0.020862212,4.4738474,-5.5359983,-0.48503458,-5.1756315,13.818468,22.595966,clean
0.002165308,5163.185707919199,5535.833337595769,0.09582889441287878,0.025108648,-690.8101,62.68472,13.336367,4.9976244,-7.3145103,5.3801084,-0.3232678,3.85373,-6.796854,-0.8744888,5.70097,26.93606,22.209276,clean
0.0023362709,5270.33054864449,5636.631837518055,0.08313130223473837,0.029737454,-672.0377,69.33338,16.783659,5.527325,-3.5542066,5.470163,-0.75694823,3.242741,-3.0216677,-0.24301037,-11.842725,-0.36960122,9.474091,clean
0.0020480976,5727.5777332270145,5587.019204397813,0.11519482573987538,0.06969584,-677.8334,59.544117,7.6410522,5.057096,0.23880932,9.498512,4.859487,9.879881,0.7201903,2.3217952,-8.833724,1.6313732,10.00535,clean
0.002162317,5176.107515820009,5631.31061308838,0.07952978181947608,0.027658533,-673.06024,70.46661,17.642817,7.829954,-4.133009,5.6641135,2.2428954,6.8049326,-2.0963597,0.09164623,-10.869461,-2.9136314,-2.406567,clean
0.0020549346,5259.774748279131,5829.262858164855,0.06051659399224806,0.016155867,-674.3958,69.04862,21.879467,11.711677,-0.47782657,5.339425,-0.5817293,2.7546039,-6.329021,-2.392836,-9.454126,1.445078,3.2546425,clean
0.0021371352,5201.268382479046,5592.1390739706785,0.08284608877388536,0.021178205,-656.5862,71.23639,11.024597,6.825876,-7.539019,1.4311912,0.44803548,13.343457,11.602223,16.583088,-2.3115819,-3.7303493,-4.3640847,clean
0.0024062619,4601.96231105139,5530.141920594223,0.06796625761310905,0.010232099,-665.8592,71.692986,18.710382,6.777461,-1.6709813,7.5855126,2.3731024,6.6469812,0.88411486,6.4481096,-6.273491,-5.2813644,-8.30344,clean
0.0020221055,5530.993908408618,5623.54202761681,0.09574480754573171,0.03410379,-691.9659,60.43082,10.58008,5.007511,-5.4726505,6.815294,-3.183128,0.69143456,-3.980586,9.136334,12.429031,26.30483,16.332903,clean
0.0023510058,5216.498741923435,5458.012789488482,0.0770126654177296,0.023970086,-692.2086,58.70998,6.2341285,3.630995,-3.6675272,2.5259151,-6.950309,2.7936382,3.4221153,16.984303,18.821205,29.869987,11.707985,clean
0.002388068,4628.218997221476,5467.192186496505,0.07818667763157895,0.02852593,-651.4548,98.230225,33.143394,12.609786,-4.595958,0.7529204,-6.9211016,2.8547773,-0.26533574,10.874759,2.4775622,3.9271567,-8.180731,clean
0.0025388368,4491.05053704943,5430.067736865296,0.0693173771016082,0.01432765,-642.18823,96.693665,25.42871,8.170762,-6.6386557,-0.862181,-4.295436,6.547164,0.9679362,9.210306,2.089246,1.5085018,-9.04077,clean
0.0027663962,3371.1740496968087,4813.86263882796,0.029123339503484322,0.04174475,-686.94495,105.77328,44.617996,17.55942,-0.37265345,-1.40672,-10.943212,-6.8464932,-12.94004,-7.7552204,-10.316332,1.4293855,-0.69046885,clean
0.0031986926,3369.790814274455,4883.023881745602,0.033030310934891484,0.006381993,-687.94336,109.47702,53.577023,25.205467,5.036853,-0.5249064,-11.745288,-9.005378,-12.317135,-5.257243,-6.555484,2.2788303,-2.882834,clean
0.0022969556,4036.1715272825354,5358.76111208337,0.04831051516842533,0.010503474,-688.49896,94.78725,45.656986,25.386559,4.740718,3.3843281,-6.0815697,0.5682686,-5.133727,-0.26167715,-7.5106106,-0.27700815,-6.0875497,clean
0.0027789136,3836.3633619632956,5081.5993258993985,0.04964385324211045,0.013451908,-691.45416,103.88673,48.668213,21.20141,0.57184523,-3.8671653,-13.348621,-5.419131,-5.5819345,3.6960564,1.0415045,7.9199696,-1.757549,clean
0.00326731,2928.4448296613195,4848.900670335306,0.019348248509369677,0.0027310152,-702.5343,104.33888,64.23845,40.59306,20.27379,14.37161,2.8419788,4.3342996,-1.0642433,2.8146124,-5.806974,-5.9696937,-13.965925,clean
0.0032596202,3035.2973782626013,4863.055368882218,0.027624407385149572,0.014357661,-704.5217,101.69555,60.435963,37.09782,19.015478,14.408561,4.5093255,6.852371,2.9849155,6.5044227,-2.2096303,-4.9731874,-15.029039,clean
0.0034649128,3115.3084194457188,4951.3755348781,0.024727063301282052,0.004087933,-687.55426,105.00368,58.696766,35.86267,17.414032,13.3760195,3.3874235,6.744069,2.602287,7.29611,-2.632095,-4.821747,-14.736551,clean
0.0026341712,3620.1541902614085,5025.7560536982355,0.03409871623743719,0.018341953,-681.2025,112.137276,52.368336,24.734392,2.695823,1.1562768,-10.488089,-7.1551247,-14.963797,-6.807008,-9.233803,2.2274594,-2.3735733,clean
0.0024600935,5585.347531767738,5513.439987503308,0.09519494514106583,0.031671155,-697.7249,49.97254,7.2986336,3.9392006,-4.112125,4.160562,0.25242686,12.883189,18.879732,27.058928,13.122162,-0.6472328,-25.458181,clean
0.0020692819,4646.390605148092,5577.394137464152,0.059516817817599064,0.035617054,-654.36115,82.13789,26.486265,14.384548,-0.2538862,7.9722643,-0.30923465,3.9805257,-5.0895123,1.1639358,-8.720029,2.687463,-0.38399053,clean
0.0020014823,4884.341367227324,5652.515428999468,0.07820443331339713,0.018414222,-633.13385,86.88397,22.922615,12.56392,-4.3387628,5.443169,-0.6968066,7.2783446,-2.0972233,4.262779,-10.529079,0.85307974,0.84517336,clean
0.0022783754,4571.616755435535,5416.104892372094,0.06691367953431372,0.01205934,-657.4585,80.9096,15.396497,10.226286,-2.6478136,6.314548,1.6173186,9.826931,0.2849675,0.4511689,-14.751764,-3.4823327,2.5111926,clean
0.0016599458,4715.542633618912,5533.676910943902,0.06114925211997487,0.04421286,-666.647,77.57611,18.347109,12.082721,2.1133242,11.502039,-0.8769185,2.6897573,-2.9788027,5.3652244,-9.128531,-2.2181447,-3.5300906,clean
0.0025048598,4187.374937075146,5407.700509240899,0.05526849287974683,0.010546092,-649.92896,94.178024,30.31527,11.582747,-3.8902543,0.4869907,-4.967337,1.1916883,-5.063129,7.1789174,3.503387,2.8740294,-8.05932,clean
0.0025408224,4307.48192162171,5382.797468237644,0.06807597558103015,0.013560919,-642.33575,98.02816,28.607107,10.594707,-6.1162796,-1.8552861,-3.0121646,7.92863,0.9308129,5.676235,-3.0711143,0.27390546,-5.87896,clean
0.002206044,4470.830097783982,5465.973835158761,0.050399696892076504,0.031545263,-658.42535,87.92185,26.420687,15.087653,0.5324975,1.9320667,-4.312645,4.750987,-0.7765744,7.097164,-0.97871774,-1.9148228,-14.424858,clean
0.002391014,4391.072574079307,5530.588568224177,0.0466607785692402,0.009636516,-653.3871,93.3723,33.50212,14.945956,-2.7270746,-0.09315745,-7.62404,1.6117816,-3.20488,6.917218,0.9691382,1.5989785,-11.644884,clean
0.002314761,6054.676690184694,5796.933747404247,0.11306555294296117,0.046250045,-686.00635,53.671276,13.0020895,0.75010353,-4.135532,6.860835,10.2503605,22.979218,18.512993,9.782578,-9.442732,-7.7543917,-2.8970547,clean
0.0026441934,5666.861530675528,5552.573104440742,0.0970422868897929,0.055954624,-686.84503,53.331696,9.301,0.3063008,-3.2639518,5.4035993,6.2853937,20.505161,21.785704,18.346798,-4.4186997,-12.406287,-13.549025,clean
0.0026986233,5295.344320656591,5459.435376439698,0.07557194407393293,0.021418318,-699.87427,52.414124,7.8190656,2.148329,-6.7635064,1.7988075,3.878866,20.022266,24.297422,23.351353,1.945482,-11.711714,-23.995771,clean
0.0021798096,4822.63217169108,5497.3545527656515,0.07604456734735973,0.017114693,-653.9676,78.28746,11.770041,5.7891107,-6.015789,5.25054,0.4409744,9.283678,2.7180884,10.023149,-3.9147558,0.20306356,-3.5287764,clean
0.0021081478,4808.560278595782,5526.973189252449,0.07914886474609376,0.015960503,-653.1129,78.31,12.946602,9.998877,-1.7213672,6.679106,-0.65405685,5.50546,0.37242633,8.874567,-3.9965668,-0.38835925,-2.987794,clean
0.0020427732,5701.381789034501,5738.6610250438835,0.08806787778253425,0.031842005,-698.49615,55.948227,13.497144,4.847388,-7.69938,0.36055648,-4.1807914,8.143538,11.850769,25.17897,22.301128,19.050188,-8.750203,clean
0.002266784,5356.9842631955,5587.977059902566,0.07620609417115903,0.02163342,-691.3824,58.68851,10.90797,3.367614,-6.968601,1.0197192,-5.857622,4.8397923,7.532178,22.870893,24.168406,28.14577,1.1301796,clean
0.0024827945,5514.439447182829,5560.678131026395,0.08536806028610354,0.029784985,-698.17224,54.75525,11.950629,3.6218302,-8.982241,-1.7993383,-3.25154,12.011759,18.269941,29.36582,20.23827,8.166846,-20.621916,clean
0.0028378672,3636.254612675267,5259.643994102224,0.021161259493021348,0.00451122,-687.96924,98.858765,57.67262,36.907887,18.061783,15.632676,5.0180364,7.01669,-0.36305916,2.6409583,-6.1892834,-3.6240335,-10.10134,clean
0.003192906,3081.2533502298347,4918.356691618029,0.02342942923553719,0.0030544223,-692.683,106.44094,61.09702,38.624046,18.76172,14.815904,4.450178,6.3588448,-0.54773754,2.7530875,-5.4322143,-4.1434684,-11.625047,clean
0.0037925448,2643.2943180673815,4683.677887126359,0.018718630768531978,0.0018942236,-699.1804,102.51202,65.095726,48.84937,35.642727,29.494442,16.159744,13.473523,6.237353,6.13487,-2.2619588,-1.1290858,-6.8063993,clean
0.0042218165,2517.6052630959016,4476.154180397623,0.018427279839562764,0.0019761182,-665.0478,128.55554,74.39843,44.742996,19.834618,15.132308,1.8653656,3.5102036,-4.3403316,0.17611793,-7.775819,-5.076071,-12.450635,clean
0.0034715729,2933.4091194067782,4780.471536815708,0.027376667837078653,0.003443743,-672.4583,119.4364,66.00957,40.202152,17.603899,12.865421,1.2475458,3.124498,-4.6409483,-0.7246727,-9.069406,-6.634103,-13.465758,clean
0.0034085582,2707.334219950047,4666.495939044131,0.017455657064332247,0.0019500774,-696.7385,113.894775,69.45312,41.852196,19.877672,14.338395,2.6266139,1.7862483,-6.543076,-3.4417107,-8.990097,-5.02795,-9.951917,clean
0.0035867244,2490.26014003395,4564.986776566426,0.0112271357721843,0.010167898,-698.25745,110.02449,68.66071,49.546463,32.1192,26.976505,13.828041,11.595736,0.4424224,1.4398258,-4.2924304,1.9266508,-2.6125214,clean
0.0037665765,2670.6268924923743,4603.745212147998,0.0185053399268617,0.0018523082,-693.8801,114.6332,70.48344,49.45534,31.970589,24.445665,10.461017,5.309288,-5.2101912,-4.8357997,-9.304862,-5.627941,-9.3488455,clean
0.0034942136,2897.5095866071265,4829.956012364898,0.014158550061677632,0.0033968831,-700.7344,104.13432,64.04804,45.213554,28.751822,25.028845,13.159011,10.153165,-0.35161993,0.42258775,-4.391522,0.48685616,-4.275679,clean
0.16636139,1324.9358828777433,1780.9137752702131,0.025418253536452665,0.021485176,-424.9469,85.565414,46.010227,21.735298,13.013457,5.826691,-0.5690878,-3.544424,-7.0241165,-12.203595,-14.993802,-13.723066,-10.648533,clean
0.13345298,1066.263004107903,1707.4580304682963,0.02234776676414581,0.008971113,-404.30875,85.84689,42.59495,13.215897,3.266121,0.15988156,-1.2305598,-1.7418971,-5.1968713,-11.548509,-15.52386,-14.851951,-12.094968,clean
0.22873263,1356.3238722953822,2053.6553855169996,0.021743130520117764,3.4139724e-05,-175.94373,198.94057,-45.605934,23.802586,8.447231,-1.0016161,-13.588944,23.993896,6.104147,1.9953141,-3.5326874,14.456033,-0.635033,clean
0.050981414,1548.8826108163082,2822.8632228252554,0.02043169568822554,0.0013395052,-441.33765,138.02605,56.489582,34.03213,22.77415,17.006756,13.831129,7.613047,1.1645795,1.4551837,2.8399894,0.48490307,0.3746271,clean
